"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"245. ","Fixins Soul Kitchen","(918) 818-7685","https://www.yellowpages.com/tulsa-ok/mip/fixins-soul-kitchen-574534138","Restaurants,American Restaurants,Take Out Restaurants","https://fixinssoulkitchen.com","","222 N Detroit Ave Ste 110","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"246. ","Burn Co Barbeque","(539) 664-4141","https://www.yellowpages.com/tulsa-ok/mip/burn-co-barbeque-544815903","Restaurants,Barbecue Restaurants","","","423 N Main St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"247. ","Cheri Ann's Trattoria","(918) 251-0221","https://www.yellowpages.com/tulsa-ok/mip/cheri-anns-trattoria-545046759","Restaurants,Italian Restaurants","","","423 N Main St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"248. ","Lefty's on Greenwood","(918) 794-0017","https://www.yellowpages.com/tulsa-ok/mip/leftys-on-greenwood-514825821","Restaurants,American Restaurants","http://www.leftysongreenwood.com","","10 N Greenwood Ave","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"249. ","Foolish Things Coffee Company","(918) 857-2326","https://www.yellowpages.com/tulsa-ok/mip/foolish-things-coffee-company-491750801","Restaurants,Coffee & Espresso Restaurants,American Restaurants","http://www.foolishthingscoffee.com","","1001 S Main St","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"250. ","East Village Bohemian","(918) 895-6999","https://www.yellowpages.com/tulsa-ok/mip/east-village-bohemian-504730280","Restaurants,Italian Restaurants,Pizza","https://www.eastvillagebohemian.com","","818 E 3rd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"251. ","Buca Inc","(918) 585-6790","https://www.yellowpages.com/tulsa-ok/mip/buca-inc-527496183","Restaurants,Italian Restaurants,Mediterranean Restaurants","","","16 E 16th St","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"252. ","Wildflower Cafe","(918) 764-8843","https://www.yellowpages.com/tulsa-ok/mip/wildflower-cafe-562905783","Restaurants,Coffee Shops,American Restaurants","http://wildflowercafetulsa.com","","1305 E 11th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"253. ","Freeway Cafe","(918) 836-6726","https://www.yellowpages.com/tulsa-ok/mip/freeway-cafe-505441171","Restaurants,Coffee Shops,American Restaurants","http://www.freewaycafeinc.com","","1547 E 3rd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"254. ","Grill & Bar","(918) 587-3876","https://www.yellowpages.com/tulsa-ok/mip/grill-bar-12099321","Restaurants,Barbecue Restaurants,Bars","","","800 N Peoria Ave","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"255. ","The Pint On Cherry St","(918) 561-6119","https://www.yellowpages.com/tulsa-ok/mip/the-pint-on-cherry-st-495364129","Restaurants,Barbecue Restaurants,Bars","","","1325 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"256. ","Oakhart Barbecue","(539) 867-1175","https://www.yellowpages.com/tulsa-ok/mip/oakhart-barbecue-567693113","Restaurants,Barbecue Restaurants,Take Out Restaurants","https://www.oakhartbbq.com/contact","","1644 E 3rd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"257. ","The Restaurant","(918) 949-4491","https://www.yellowpages.com/tulsa-ok/mip/the-restaurant-545588268","Restaurants,Barbecue Restaurants,Family Style Restaurants","","","505 W Newton St","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"258. ","Mr. Fantastic Rubicon BBQ","(918) 949-4491","https://www.yellowpages.com/tulsa-ok/mip/mr-fantastic-rubicon-bbq-534132795","Restaurants,Barbecue Restaurants","","","505 W Newton St","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"259. ","Roosevelt's","(918) 591-2888","https://www.yellowpages.com/tulsa-ok/mip/roosevelts-527857615","Restaurants,American Restaurants,Bars","http://www.rooseveltstulsa.com","","1551 E 15th St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"260. ","Okie's Old Fashion Hamburgers","(918) 574-8707","https://www.yellowpages.com/tulsa-ok/mip/okies-old-fashion-hamburgers-507740970","Restaurants,Hamburgers & Hot Dogs,American Restaurants","","","728 W 23rd St","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"261. ","Bar 473","(918) 340-5565","https://www.yellowpages.com/tulsa-ok/mip/bar-473-549055280","Restaurants,Barbecue Restaurants,Bars","","","2224 E Admiral Blvd","Tulsa","OK","74110","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"262. ","Cardigan's Restaurant & Bar","(918) 749-9070","https://www.yellowpages.com/tulsa-ok/mip/cardigans-restaurant-bar-574376498","Restaurants,Family Style Restaurants","","","600 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"263. ","Akira Sushi & Ramen","(918) 588-0140","https://www.yellowpages.com/tulsa-ok/mip/akira-sushi-ramen-564561781","Restaurants,Japanese Restaurants","","","1124 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"264. ","624 Kitchen & Catering","(918) 779-6333","https://www.yellowpages.com/tulsa-ok/mip/624-kitchen-catering-560991196","Restaurants,Chinese Restaurants,American Restaurants","https://www.tulsacatering.com/contact","","1115 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"265. ","MS T's Kountry Kitchen","(918) 794-8894","https://www.yellowpages.com/tulsa-ok/mip/ms-ts-kountry-kitchen-538647531","Restaurants,American Restaurants","","","2115 N Martin Luther King Jr Blvd","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"266. ","Waffle That","(918) 932-8081","https://www.yellowpages.com/tulsa-ok/mip/waffle-that-551230439","Restaurants,American Restaurants","http://facebook.com/wafflethat","","2115 N Martin Luther King Jr Blvd","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"267. ","Route 66 BBQ","(918) 861-4019","https://www.yellowpages.com/tulsa-ok/mip/route-66-bbq-531522727","Restaurants,Barbecue Restaurants","","","2604 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"268. ","Flo's Burger Diner","(918) 398-7102","https://www.yellowpages.com/tulsa-ok/mip/flos-burger-diner-544214605","Restaurants,American Restaurants,French Restaurants","https://www.facebook.com/FlosBurgerDinerTulsa","","2604 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"269. ","Rozays Wings","(918) 271-5051","https://www.yellowpages.com/tulsa-ok/mip/rozays-wings-534242510","Restaurants,American Restaurants,Barbecue Restaurants","","","2627 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"270. ","Maxxwells Restaurant","(918) 879-5500","https://www.yellowpages.com/tulsa-ok/mip/maxxwells-restaurant-481493486","Restaurants,Family Style Restaurants","http://maxxwellsrestaurant.com","","2626 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"271. ","Taco Restaurant","(918) 591-3815","https://www.yellowpages.com/tulsa-ok/mip/taco-restaurant-555253187","Restaurants,Family Style Restaurants","","","2101 E Pine St","Tulsa","OK","74110","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"272. ","Dragonmoon Tea Company","(918) 742-8322","https://www.yellowpages.com/tulsa-ok/mip/dragonmoon-tea-company-542633364","Restaurants,Chinese Restaurants","","","1228 S Columbia Pl","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"273. ","Wing Street","(918) 835-5566","https://www.yellowpages.com/tulsa-ok/mip/wing-street-573136345","Restaurants,American Restaurants,Take Out Restaurants","http://pizzahut.com","","1614 N Lewis Ave","Tulsa","OK","74110","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"274. ","Sunday Dinner by Janet","(918) 951-5143","https://www.yellowpages.com/tulsa-ok/mip/sunday-dinner-by-janet-572006052","Restaurants,American Restaurants,Take Out Restaurants","","","531 E Apache St","Tulsa","OK","74106","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"275. ","J Bradley's Restaurant","(918) 973-2791","https://www.yellowpages.com/tulsa-ok/mip/j-bradleys-restaurant-529798001","Restaurants,Family Style Restaurants","","","3308 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"276. ","Elmer's BBQ","(918) 742-6702","https://www.yellowpages.com/tulsa-ok/mip/elmers-bbq-566447534","Restaurants,Barbecue Restaurants,Caterers","","","3316 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"277. ","Billy Sims BBQ","(918) 794-8787","https://www.yellowpages.com/tulsa-ok/mip/billy-sims-bbq-496505394","Restaurants,Barbecue Restaurants","","","3208 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"278. ","K & K","(918) 742-9005","https://www.yellowpages.com/tulsa-ok/mip/k-k-453694807","Restaurants,Bar & Grills","","","3346 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"279. ","Cafe Ole","(918) 745-6699","https://www.yellowpages.com/tulsa-ok/mip/cafe-ole-733679","Restaurants,American Restaurants,Coffee Shops","http://www.cafeolebrookside.com","","3509 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"280. ","Ol' Vine","(918) 747-9463","https://www.yellowpages.com/tulsa-ok/mip/ol-vine-534398323","Restaurants,American Restaurants","https://www.olvine.com","","3523 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"281. ","Nelson's Ranch House","(918) 551-7601","https://www.yellowpages.com/tulsa-ok/mip/nelsons-ranch-house-497066230","Restaurants,American Restaurants","","","3508 E Admiral Ct","Tulsa","OK","74115","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"282. ","Wing Street","(918) 743-5301","https://www.yellowpages.com/tulsa-ok/mip/wing-street-559356732","Restaurants,American Restaurants,Take Out Restaurants","https://www.pizzahut.com","","1907 S Harvard Ave","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"283. ","Super Wok","(918) 749-0901","https://www.yellowpages.com/tulsa-ok/mip/super-wok-7611228","Restaurants,Chinese Restaurants,Asian Restaurants","https://www.facebook.com/superwok","","4203 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"284. ","Big Daddy's Barbecue","(918) 292-8081","https://www.yellowpages.com/tulsa-ok/mip/big-daddys-barbecue-547774953","Restaurants,Barbecue Restaurants","https://www.bigdaddysbbqtulsa.com/Locations","","2303 W 41st St","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"285. ","The Local Table","(918) 794-8013","https://www.yellowpages.com/tulsa-ok/mip/the-local-table-452739359","Restaurants,American Restaurants,Caterers","","","4329 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"286. ","Bird & Bottle","(918) 895-6468","https://www.yellowpages.com/tulsa-ok/mip/bird-bottle-542298228","Restaurants,American Restaurants","https://birdandbottletulsa.com","","3324 E 31st St Ste A","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"287. ","Tim Shadlow Restaurant","(918) 932-8162","https://www.yellowpages.com/tulsa-ok/mip/tim-shadlow-restaurant-557473663","Restaurants,Family Style Restaurants","","","3310 E 32nd St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"288. ","Brookside Diner","(918) 508-2278","https://www.yellowpages.com/tulsa-ok/mip/brookside-diner-542196510","Restaurants,American Restaurants,Coffee Shops","https://www.facebook.com/BrooksideDiner","","4510 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"289. ","Arnold's Old Fashioned Hamburger","(918) 445-4633","https://www.yellowpages.com/tulsa-ok/mip/arnolds-old-fashioned-hamburger-549129049","Restaurants,Hamburgers & Hot Dogs,American Restaurants","https://www.facebook.com/arnoldstulsa","","4253 Southwest Blvd","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"290. ","Mike & Janet's Original Carl's Coney Inc","(918) 445-2670","https://www.yellowpages.com/tulsa-ok/mip/mike-janets-original-carls-coney-inc-483873954","Restaurants,Take Out Restaurants,American Restaurants","https://www.virtualtulsa.com/rest.htm","","4285 Southwest Blvd","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"291. ","Next Door Bar & Grill","(918) 245-6003","https://www.yellowpages.com/tulsa-ok/mip/next-door-bar-grill-495317743","Restaurants,Barbecue Restaurants,Bar & Grills","","","6530 Charles Page Blvd","Tulsa","OK","74127","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"292. ","Wing Street","(918) 749-2409","https://www.yellowpages.com/tulsa-ok/mip/wing-street-532631544","Restaurants,American Restaurants,Take Out Restaurants","https://www.pizzahut.com/index.php?menu=wings","","4911 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"293. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-481107188","Restaurants,Italian Restaurants,Pizza","http://www.mazzios.com","","4985 S Union Ave","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"294. ","Gino's Pizza","(918) 446-6614","https://www.yellowpages.com/tulsa-ok/mip/ginos-pizza-6865007","Restaurants,Pizza,Italian Restaurants","","","3031 S 65th West Ave","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"295. ","D & D Double Shot","(918) 986-9505","https://www.yellowpages.com/tulsa-ok/mip/d-d-double-shot-526828272","Restaurants,Barbecue Restaurants,Bars","","","6119 E 11th St","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"296. ","The Revue","(918) 836-5272","https://www.yellowpages.com/tulsa-ok/mip/the-revue-545298261","Restaurants,Barbecue Restaurants,Bars","","","822 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"297. ","Cajun Seafood & Grill","(918) 576-6020","https://www.yellowpages.com/tulsa-ok/mip/cajun-seafood-grill-541732490","Restaurants,Seafood Restaurants","","","902 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"298. ","Crystal Skull Bar","(918) 949-9800","https://www.yellowpages.com/tulsa-ok/mip/crystal-skull-bar-526221703","Restaurants,Barbecue Restaurants,Bars","","","1005 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"299. ","Wok Wok & Hot Wok","(918) 834-9996","https://www.yellowpages.com/tulsa-ok/mip/wok-wok-hot-wok-545911547","Restaurants,Chinese Restaurants,Take Out Restaurants","http://m.wokwoktulsa.com","","1731 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
"300. ","New China Cafe","(918) 832-1388","https://www.yellowpages.com/tulsa-ok/mip/new-china-cafe-1299238","Restaurants,Chinese Restaurants","","","6208 E 24th St","Tulsa","OK","74114","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=10"
